"","project","flag","flag_code","gear_code","sampling_platform","species_code_fao","organism_identifier","organism_sampling_status","sex","geom_type","geom_wkt","capture_date_min","capture_date_max","capture_date_avg","capture_date_uncertainty","longitude_deg_dec_avg","latitude_deg_dec_avg","first_dorsal_length","total_length","fork_length","pectoral_fork_length","curved_fork_length","curved_pectoral_fork_length","first_thorax_girth","wholebody_weight","gutted_weight","gilledgutted_weight"
"1422","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-101","frozen","M","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,31.5,NA,98,NA,NA,NA,68,22.5,NA,NA
"1423","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-102","frozen","M","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,32.5,NA,95,NA,NA,NA,67,21.06,NA,NA
"1424","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-103","frozen","M","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,32.5,NA,104,NA,NA,NA,71,26,NA,NA
"1425","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-104","frozen","M","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,30.5,NA,88,NA,NA,NA,65,16.77,NA,NA
"1426","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-105","frozen","M","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,32.5,NA,96,NA,NA,NA,70,23.06,NA,NA
"1427","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-106","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,32.5,NA,95,NA,NA,NA,71,24.09,NA,NA
"1428","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-107","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,32.5,NA,96,NA,NA,NA,71,24.29,NA,NA
"1429","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-108","frozen","M","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,29.5,NA,92,NA,NA,NA,67,20.07,NA,NA
"1430","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-109","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,32.5,NA,97,NA,NA,NA,69,23.23,NA,NA
"1431","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-110","frozen","M","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,30.5,NA,93,NA,NA,NA,69,21.17,NA,NA
"1432","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-111","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,31,NA,91,NA,NA,NA,65,19.23,NA,NA
"1433","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-112","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,31.5,NA,98,NA,NA,NA,67,20.76,NA,NA
"1434","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-113","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,32.5,NA,91,NA,NA,NA,67,18.71,NA,NA
"1435","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-114","frozen","M","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,32.5,NA,101,NA,NA,NA,70,23.8,NA,NA
"1436","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-115","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,34,NA,96,NA,NA,NA,69,24.11,NA,NA
"1437","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-116","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,33.5,NA,95,NA,NA,NA,67,21.6,NA,NA
"1438","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-117","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,29.5,NA,93,NA,NA,NA,67,19.92,NA,NA
"1439","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-118","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,30.5,NA,92,NA,NA,NA,64,17.94,NA,NA
"1440","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-119","frozen","M","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,31.5,NA,98,NA,NA,NA,75,25.81,NA,NA
"1441","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-120","frozen","M","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,32.5,NA,92,NA,NA,NA,64,18.62,NA,NA
"1442","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-121","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,31.5,NA,93,NA,NA,NA,64,19.35,NA,NA
"1443","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-122","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,30.5,NA,89,NA,NA,NA,64,18.44,NA,NA
"1444","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-123","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,31.5,NA,93,NA,NA,NA,64,18.57,NA,NA
"1445","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-124","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,30.5,NA,91,NA,NA,NA,66,19.66,NA,NA
"1446","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-125","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,29.5,NA,89,NA,NA,NA,61,17.32,NA,NA
"1447","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-126","frozen","M","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,33,NA,101,NA,NA,NA,71,23.02,NA,NA
"1448","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-127","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,34.5,NA,101,NA,NA,NA,72,24.7,NA,NA
"1449","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-128","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,32,NA,96,NA,NA,NA,67,21.86,NA,NA
"1450","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-129","frozen","M","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,32.5,NA,94,NA,NA,NA,67,19.53,NA,NA
"1451","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-130","frozen","M","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,30,NA,96,NA,NA,NA,65,20.33,NA,NA
"1452","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-131","frozen","M","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,30.5,NA,92,NA,NA,NA,65,17.76,NA,NA
"1453","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-132","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,30.5,NA,93,NA,NA,NA,70,21.52,NA,NA
"1454","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-133","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,29.5,NA,93,NA,NA,NA,65,18.54,NA,NA
"1455","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-134","frozen","F","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,30.5,NA,91,NA,NA,NA,64,18.69,NA,NA
"1456","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-135","frozen","M","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,33.5,NA,99,NA,NA,NA,69,22.56,NA,NA
"1457","DCF-IO / ARTS-ZD / GERMON / CONSWO","France","FRA","PS","factory","ALB","B1-136","frozen","M","MULTIPOINT","MULTIPOINT ((56.27 -9.97), (56.58 -9.77), (53.28 -9.48), (53.25 -9.47), (53.32 -9.47), (53.32 -9.17), (53.2 -9.13), (54.08 -9.13), (55.03 -9.13), (53.58 -9.1), (54.13 -9.08), (52.5 -8.73), (51.58 -8.63), (50.57 -8.42), (52.27 -8.22), (52.15 -8.2), (53.38 -8), (59.43 -7.65), (54.53 -7.57), (54.42 -7.43), (54.35 -7.37), (58.8 -6.85), (53.45 -6.8), (59.27 -6.73))",2014-04-01,2014-05-09,2014-04-01,38,54.28,-8.48,31.5,NA,94,NA,NA,NA,67,19.91,NA,NA
